Kecamatan; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti
tambaksari; 1.900.000.000 ;4;3;210;175;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Baru
tambaksari; 1.900.000.000 ;4;3;210;175;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tambaksari; 1.900.000.000 ;4;3;210;175;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
tambaksari; 1.900.000.000 ;4;3;210;175;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus
wonocolo; 1.900.000.000 ;3;2;237;135;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
rungkut; 1.900.000.000 ;4;2;240;210;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Bagus
sambikerep; 1.900.000.000 ;3;2;252;210;SHM - Sertifikat Hak Milik;6600;;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tambaksari; 1.900.000.000 ;4;3;255;340;SHM - Sertifikat Hak Milik;2200;Ya;Tidak;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
tambaksari; 1.900.000.000 ;4;3;255;340;SHM - Sertifikat Hak Milik;2200;Ya;Tidak;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
wiyung; 1.900.000.000 ;4;3;300;300;SHM - Sertifikat Hak Milik;3500;;;Unfurnished;2;;;;;;Bagus Sekali
sukolilo; 1.900.000.000 ;4;3;348;315;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 1.900.000.000 ;2;3;351;160;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;2;;;;;;Bagus
gubeng; 1.900.000.000 ;7;2;355;367;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Bagus
wiyung; 1.900.000.000 ;4;5;387;400;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
tegalsari; 10.400.000.000 ;3;2;1000;539;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
genteng; 10.500.000.000 ;5;4;300;341;Lainnya (PPJB,Girik,Adat,dll);;;;Unfurnished;1;;;;;;Bagus
gubeng; 10.500.000.000 ;7;3;317;362;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 10.500.000.000 ;5;3;375;500;SHM - Sertifikat Hak Milik;7700;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 10.500.000.000 ;4;4;399;488;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sukolilo; 10.500.000.000 ;6;3;450;500;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 10.500.000.000 ;5;5;450;750;SHM - Sertifikat Hak Milik;10600;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus
sukolilo; 10.500.000.000 ;7;7;527;850;SHM - Sertifikat Hak Milik;10000;Ya;Ya;Unfurnished;3;Utara;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus
wonocolo; 10.500.000.000 ;7;4;626;220;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Tenggara;Tidak;4 Mobil;PAM atau PDAM;Tidak;
wiyung; 10.800.000.000 ;3;3;128;125;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
wiyung; 10.800.000.000 ;2;1;140;119;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 10.800.000.000 ;4;3;160;160;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Baru
wiyung; 10.800.000.000 ;4;3;207;220;HGB - Hak Guna Bangunan;3500;;;Unfurnished;2;;;;;;Baru
wiyung; 10.800.000.000 ;4;3;234;235;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 10.800.000.000 ;5;5;340;490;Lainnya (PPJB,Girik,Adat,dll);4400;;;Unfurnished;2;;;;;;Baru
wiyung; 10.800.000.000 ;4;4;375;600;HGB - Hak Guna Bangunan;6600;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
mulyorejo; 10.800.000.000 ;5;5;450;750;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
sawahan; 10.900.000.000 ;4;2;419;716;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Timur;Tidak;;;Tidak;Bagus
tegalsari; 10.000.000.000 ;3;2;324;162;Lainnya (PPJB,Girik,Adat,dll);1300;Tidak;Tidak;Unfurnished;1;Timur;Tidak;;;Tidak;Bagus
wiyung; 10.000.000.000 ;4;3;375;400;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;;Tidak;Bagus
tegalsari; 10.000.000.000 ;6;2;420;300;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 10.000.000.000 ;5;4;440;550;HGB - Hak Guna Bangunan;5500;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
gayungan; 10.000.000.000 ;4;5;494;840;SHM - Sertifikat Hak Milik;10000;Tidak;Tidak;Unfurnished;3;Selatan;Tidak;4 Mobil;;Tidak;
sukolilo; 10.000.000.000 ;2;2;500;519;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 10.000.000.000 ;3;3;525;474;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Ya;Bagus
sukolilo; 10.000.000.000 ;6;4;540;610;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Baru
sukolilo; 10.000.000.000 ;6;3;540;540;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;;Tidak;
sukolilo; 10.000.000.000 ;4;2;540;610;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
lakarsantri; 10.000.000.000 ;5;5;575;435;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Ya;Bagus
tenggilis mejoyo; 10.000.000.000 ;5;4;600;650;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
tenggilis mejoyo; 10.000.000.000 ;2;2;600;250;HGB - Hak Guna Bangunan;1300;;Ya;Unfurnished;1;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
tenggilis mejoyo; 10.000.000.000 ;6;4;605;605;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Ya;Bagus
tenggilis mejoyo; 10.000.000.000 ;6;4;626;626;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 10.000.000.000 ;5;3;670;321;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 10.000.000.000 ;5;3;702;300;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;1;Timur;Tidak;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
gubeng; 10.000.000.000 ;6;4;720;900;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 10.000.000.000 ;4;3;899;317;HGB - Hak Guna Bangunan;;;Ya;Unfurnished;2;Barat Daya;Ya;3 Mobil;;Tidak;Bagus
krembangan; 10.000.000.000 ;5;2;1000;300;Lainnya (PPJB,Girik,Adat,dll);4400;;;Unfurnished;1;;;;;;Bagus
sawahan; 11.200.000.000 ;3;1;469;250;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;1;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
wiyung; 11.500.000.000 ;2;2;75;69;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 11.500.000.000 ;2;1;90;70;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 11.500.000.000 ;2;2;101;200;HGB - Hak Guna Bangunan;;;;Unfurnished;2;;;;;;Baru
wiyung; 11.500.000.000 ;3;2;115;75;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 11.500.000.000 ;3;2;240;191;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Timur Laut;Ya;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;6600;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;5;5;328;450;HGB - Hak Guna Bangunan;6600;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
wiyung; 11.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus
wiyung; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;;Tidak;Bagus
wiyung; 11.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 11.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;6600;;Tidak;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus
sukolilo; 11.500.000.000 ;4;5;330;750;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Utara;Tidak;2 Mobil;;Tidak;
sukolilo; 11.500.000.000 ;4;5;330;750;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;4;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 11.500.000.000 ;4;5;330;750;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;4;Utara;Ya;;PAM atau PDAM;Tidak;Bagus
wiyung; 11.500.000.000 ;5;5;340;490;Lainnya (PPJB,Girik,Adat,dll);4400;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
wiyung; 11.500.000.000 ;7;5;345;600;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 11.500.000.000 ;1;1;369;366;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 11.500.000.000 ;5;5;375;450;Lainnya (PPJB,Girik,Adat,dll);4400;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;;Tidak;Baru
sukomanunggal; 11.500.000.000 ;3;3;375;350;HGB - Hak Guna Bangunan;16500;;;Unfurnished;2;;;;;;Bagus Sekali
tegalsari; 11.500.000.000 ;3;2;393;300;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;
wonokromo; 11.500.000.000 ;3;3;400;300;SHM - Sertifikat Hak Milik;5500;;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.500.000.000 ;4;3;412;341;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Ya;Bagus
dukuh pakis; 11.500.000.000 ;4;4;412;341;HGB - Hak Guna Bangunan;10000;;;Unfurnished;2;Selatan;;;;;Bagus
sambikerep; 11.500.000.000 ;4;3;412;341;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Ya;;;Tidak;Bagus
wiyung; 11.500.000.000 ;4;3;412;341;HGB - Hak Guna Bangunan;10600;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Ya;Sudah Renovasi
sukolilo; 11.500.000.000 ;5;3;450;500;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Timur;Ya;;PAM atau PDAM;Tidak;Bagus
tegalsari; 11.500.000.000 ;6;3;500;1000;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;3;;Tidak;;;Tidak;Bagus
tegalsari; 11.500.000.000 ;4;2;556;480;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Butuh Renovasi
jambangan; 11.500.000.000 ;5;3;963;900;SHM - Sertifikat Hak Milik;5500;;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.700.000.000 ;4;4;375;400;SHM - Sertifikat Hak Milik;10000;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.700.000.000 ;5;5;375;350;SHM - Sertifikat Hak Milik;;;;Unfurnished;2;;;;;;Bagus Sekali
gubeng; 11.900.000.000 ;1;1;494;494;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Bagus
gubeng; 11.900.000.000 ;3;2;497;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
wiyung; 11.000.000.000 ;3;2;84;110;HGB - Hak Guna Bangunan;2200;Ya;Ya;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 11.000.000.000 ;2;2;90;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus
wiyung; 11.000.000.000 ;3;2;105;95;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;Selatan;;;;;Bagus
wiyung; 11.000.000.000 ;5;4;114;190;HGB - Hak Guna Bangunan;2200;;;Unfurnished;3;Utara;;;;;Baru
wiyung; 11.000.000.000 ;2;1;131;120;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi
wiyung; 11.000.000.000 ;4;3;196;205;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Baru
wiyung; 11.000.000.000 ;3;4;226;250;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi
lakarsantri; 11.000.000.000 ;4;5;300;600;HGB - Hak Guna Bangunan;7700;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru
sukolilo; 11.000.000.000 ;4;4;300;450;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;2;Utara;;;;;Bagus Sekali
wiyung; 11.000.000.000 ;5;5;318;450;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.000.000.000 ;4;4;328;450;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.000.000.000 ;4;4;328;450;HGB - Hak Guna Bangunan;6600;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;
dukuh pakis; 11.000.000.000 ;4;4;328;350;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus
wiyung; 11.000.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sukolilo; 11.000.000.000 ;4;5;330;750;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;1;Utara;Ya;;PAM atau PDAM;Tidak;Baru
dukuh pakis; 11.000.000.000 ;5;6;345;600;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur Laut;Tidak;;;Tidak;Bagus
genteng; 11.000.000.000 ;6;4;375;490;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
sukolilo; 11.000.000.000 ;5;5;375;550;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Bagus
sukolilo; 11.000.000.000 ;6;4;375;490;SHM - Sertifikat Hak Milik;7700;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus
wonokromo; 11.000.000.000 ;2;3;400;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
tegalsari; 11.000.000.000 ;4;4;418;716;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Bagus
tegalsari; 11.000.000.000 ;4;4;418;718;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.000.000.000 ;4;3;420;500;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Tenggara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
sambikerep; 11.000.000.000 ;4;3;420;600;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 11.000.000.000 ;4;3;420;250;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
wiyung; 11.000.000.000 ;5;4;420;500;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 11.000.000.000 ;5;4;420;500;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 11.000.000.000 ;4;4;429;328;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus
dukuh pakis; 11.000.000.000 ;4;4;429;328;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 11.000.000.000 ;4;4;429;328;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 11.000.000.000 ;4;4;429;328;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 11.000.000.000 ;4;4;429;328;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
sambikerep; 11.000.000.000 ;6;4;450;600;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus
gubeng; 11.000.000.000 ;3;2;497;250;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;
tenggilis mejoyo; 11.000.000.000 ;2;2;511;600;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Timur;Ya;4 Mobil;;Tidak;Sudah Renovasi
sukomanunggal; 11.000.000.000 ;7;4;512;800;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Barat Daya;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
tenggilis mejoyo; 11.000.000.000 ;4;3;515;600;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Bagus
tenggilis mejoyo; 11.000.000.000 ;3;2;525;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
genteng; 11.000.000.000 ;2;2;526;390;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Barat;Tidak;;;Tidak;Bagus
dukuh pakis; 11.000.000.000 ;7;4;535;950;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
tenggilis mejoyo; 11.000.000.000 ;4;2;575;600;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;1;Selatan;Ya;;PAM atau PDAM;Tidak;Sudah Renovasi
dukuh pakis; 11.000.000.000 ;4;3;582;600;HGB - Hak Guna Bangunan;;;Ya;Unfurnished;2;Selatan;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus
kenjeran; 11.000.000.000 ;6;3;593;519;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
genteng; 11.000.000.000 ;5;2;617;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
genteng; 11.000.000.000 ;5;2;617;617;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
tenggilis mejoyo; 11.000.000.000 ;2;2;673;100;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;;;;;;Bagus
dukuh pakis; 11.000.000.000 ;7;7;700;1000;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus
rungkut; 11.000.000.000 ;4;3;792;1000;SHM - Sertifikat Hak Milik;10600;Ya;Ya;Unfurnished;2;;Tidak;;;Ya;Butuh Renovasi
gubeng; 11.000.000.000 ;6;4;972;972;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Butuh Renovasi
sawahan; 12.200.000.000 ;4;3;612;443;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi
wiyung; 12.500.000.000 ;3;3;84;111;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 12.500.000.000 ;2;1;108;50;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 12.500.000.000 ;3;3;200;200;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
wiyung; 12.500.000.000 ;3;3;222;164;HGB - Hak Guna Bangunan;4400;;;Unfurnished;2;Selatan;;;;;Baru
wiyung; 12.500.000.000 ;4;4;264;320;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus
sukolilo; 12.500.000.000 ;5;5;312;600;SHM - Sertifikat Hak Milik;11000;Tidak;Tidak;Unfurnished;2;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 12.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;
dukuh pakis; 12.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 12.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 12.500.000.000 ;4;4;328;360;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 12.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Utara;Ya;1 Mobil;PAM atau PDAM;Tidak;Baru
wiyung; 12.500.000.000 ;5;5;328;450;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
wiyung; 12.500.000.000 ;4;4;328;450;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus
dukuh pakis; 12.500.000.000 ;5;4;345;600;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru
dukuh pakis; 12.500.000.000 ;5;3;375;450;HGB - Hak Guna Bangunan;6600;;;Unfurnished;2;Utara;;;;;Baru
wiyung; 12.500.000.000 ;5;4;375;600;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus
